"LSOA11CD","July17_2022","July18_2022","July19_2022","July20_2022","July21_2022","July22_2022"
"E01016886",19.61,22.12,21.88,19.39,18.22,19.13
"E01016887",19.69,22.07,21.72,19.65,18.34,19.26
"E01016888",19.61,22.13,21.89,19.37,18.21,19.12
"E01016889",19.61,22.13,21.89,19.37,18.21,19.12
"E01016890",19.61,22.13,21.89,19.37,18.21,19.12
"E01016891",19.61,22.13,21.89,19.37,18.21,19.12
"E01016892",19.61,22.13,21.89,19.37,18.21,19.12
"E01016893",19.61,22.13,21.89,19.37,18.21,19.12
"E01016894",19.61,22.13,21.89,19.37,18.21,19.12
"E01016895",19.61,22.13,21.89,19.37,18.21,19.12
"E01016896",19.61,22.13,21.89,19.37,18.21,19.12
"E01016897",19.61,22.13,21.89,19.37,18.21,19.12
"E01016898",19.61,22.13,21.89,19.37,18.21,19.12
"E01016899",19.61,22.13,21.89,19.37,18.21,19.12
"E01016900",19.61,22.13,21.89,19.37,18.21,19.12
"E01016901",19.61,22.13,21.89,19.37,18.21,19.12
"E01016902",19.61,22.13,21.89,19.37,18.21,19.12
"E01016903",19.61,22.13,21.89,19.37,18.21,19.12
"E01016904",19.61,22.13,21.89,19.37,18.21,19.12
"E01016905",19.61,22.13,21.89,19.37,18.21,19.12
"E01016906",19.61,22.13,21.89,19.37,18.21,19.12
"E01016907",19.61,22.13,21.89,19.37,18.21,19.12
"E01016908",19.61,22.13,21.89,19.37,18.21,19.12
"E01016909",19.61,22.13,21.89,19.37,18.21,19.12
"E01016910",19.61,22.13,21.89,19.37,18.21,19.12
"E01016911",19.61,22.13,21.89,19.37,18.21,19.12
"E01016912",19.61,22.13,21.89,19.37,18.21,19.12
"E01016913",19.61,22.13,21.89,19.37,18.21,19.12
"E01016914",19.61,22.13,21.89,19.37,18.21,19.12
"E01016915",19.61,22.13,21.89,19.37,18.21,19.12
"E01016916",19.75,22.03,21.58,19.9,18.46,19.39
"E01016917",19.75,22.03,21.58,19.9,18.46,19.39
"E01016918",19.75,22.03,21.58,19.9,18.46,19.39
"E01016919",19.75,22.03,21.58,19.9,18.46,19.39
"E01016920",19.75,22.03,21.58,19.9,18.46,19.39
"E01016921",19.75,22.03,21.58,19.9,18.46,19.39
"E01016922",19.75,22.03,21.58,19.9,18.46,19.39
"E01016923",19.61,22.13,21.89,19.37,18.21,19.12
"E01016924",19.61,22.13,21.89,19.37,18.21,19.12
"E01016925",19.61,22.13,21.89,19.37,18.21,19.12
"E01016926",19.61,22.13,21.89,19.37,18.21,19.12
"E01016927",19.61,22.13,21.89,19.37,18.21,19.12
"E01016928",19.61,22.13,21.89,19.37,18.21,19.12
"E01016929",19.61,22.13,21.89,19.37,18.21,19.12
"E01016930",19.61,22.13,21.89,19.37,18.21,19.12
"E01016931",19.61,22.13,21.89,19.37,18.21,19.12
"E01016932",19.61,22.13,21.89,19.37,18.21,19.12
"E01016933",19.61,22.13,21.89,19.37,18.21,19.12
"E01016934",19.61,22.13,21.89,19.37,18.21,19.12
"E01016935",19.61,22.13,21.89,19.37,18.21,19.12
"E01016936",19.61,22.13,21.89,19.37,18.21,19.12
"E01016937",19.61,22.13,21.89,19.37,18.21,19.12
"E01016938",19.61,22.13,21.89,19.37,18.21,19.12
"E01016939",19.61,22.13,21.89,19.37,18.21,19.12
"E01016940",19.61,22.13,21.89,19.37,18.21,19.12
"E01016941",19.61,22.13,21.89,19.37,18.21,19.12
"E01016942",19.61,22.13,21.89,19.37,18.21,19.12
"E01016943",19.61,22.13,21.89,19.37,18.21,19.12
"E01016944",19.61,22.13,21.89,19.37,18.21,19.12
"E01016945",19.61,22.13,21.89,19.37,18.21,19.12
"E01016946",19.61,22.13,21.89,19.37,18.21,19.12
"E01016947",19.61,22.13,21.89,19.37,18.21,19.12
"E01016948",19.61,22.13,21.89,19.37,18.21,19.12
"E01016949",19.61,22.13,21.89,19.37,18.21,19.12
"E01016950",19.61,22.13,21.89,19.37,18.21,19.12
"E01016951",19.61,22.13,21.89,19.37,18.21,19.12
"E01016952",19.61,22.13,21.89,19.37,18.21,19.12
"E01016953",19.61,22.13,21.89,19.37,18.21,19.12
"E01016954",19.61,22.13,21.89,19.37,18.21,19.12
"E01016955",19.61,22.13,21.89,19.37,18.21,19.12
"E01016956",19.61,22.13,21.89,19.37,18.21,19.12
"E01016957",19.61,22.13,21.89,19.37,18.21,19.12
"E01016958",19.61,22.13,21.89,19.37,18.21,19.12
"E01016959",19.61,22.13,21.89,19.37,18.21,19.12
"E01016960",19.61,22.13,21.89,19.37,18.21,19.12
"E01016961",19.61,22.13,21.89,19.37,18.21,19.12
"E01016962",19.61,22.13,21.89,19.37,18.21,19.12
"E01016963",19.61,22.13,21.89,19.37,18.21,19.12
"E01016964",19.61,22.13,21.89,19.37,18.21,19.12
"E01016966",19.61,22.13,21.89,19.37,18.21,19.12
"E01016967",19.61,22.13,21.89,19.37,18.21,19.12
"E01016968",19.61,22.13,21.89,19.37,18.21,19.12
"E01016969",19.61,22.13,21.89,19.37,18.21,19.12
"E01016970",19.61,22.13,21.89,19.37,18.21,19.12
"E01016971",19.61,22.13,21.89,19.37,18.21,19.12
"E01016972",19.61,22.13,21.89,19.37,18.21,19.12
"E01016973",19.75,22.03,21.58,19.9,18.46,19.39
"E01016974",19.75,22.03,21.58,19.9,18.46,19.39
"E01016975",19.75,22.03,21.58,19.9,18.46,19.39
"E01016976",19.75,22.03,21.58,19.9,18.46,19.39
"E01016977",19.75,22.03,21.58,19.9,18.46,19.39
"E01016978",19.75,22.03,21.58,19.9,18.46,19.39
"E01016979",19.61,22.13,21.89,19.37,18.21,19.12
"E01016980",19.61,22.13,21.89,19.37,18.21,19.12
"E01016981",19.61,22.13,21.89,19.37,18.21,19.12
"E01016982",19.61,22.13,21.89,19.37,18.21,19.12
"E01016983",19.61,22.13,21.89,19.37,18.21,19.12
"E01016984",19.61,22.13,21.89,19.37,18.21,19.12
"E01016985",19.61,22.13,21.89,19.37,18.21,19.12
"E01016986",19.61,22.13,21.89,19.37,18.21,19.12
"E01016987",19.61,22.13,21.89,19.37,18.21,19.12
"E01016988",19.61,22.13,21.89,19.37,18.21,19.12
"E01016989",19.61,22.13,21.89,19.37,18.21,19.12
"E01016990",19.61,22.13,21.89,19.37,18.21,19.12
"E01016991",19.61,22.13,21.89,19.37,18.21,19.12
"E01016992",19.69,22.07,21.71,19.68,18.35,19.28
"E01016993",19.61,22.13,21.89,19.37,18.21,19.12
"E01016994",19.75,22.03,21.58,19.9,18.46,19.39
"E01016995",19.61,22.13,21.89,19.37,18.21,19.12
"E01016996",19.61,22.13,21.89,19.37,18.21,19.12
"E01016997",19.7,22.06,21.69,19.71,18.37,19.29
"E01016998",19.61,22.13,21.89,19.37,18.21,19.12
"E01016999",19.61,22.13,21.89,19.37,18.21,19.12
"E01017000",19.61,22.13,21.89,19.37,18.21,19.12
"E01017001",19.61,22.13,21.89,19.37,18.21,19.12
"E01017002",19.61,22.13,21.89,19.37,18.21,19.12
"E01017003",19.61,22.13,21.89,19.37,18.21,19.12
"E01017004",19.61,22.13,21.89,19.37,18.21,19.12
"E01017005",19.61,22.13,21.89,19.37,18.21,19.12
"E01017006",19.61,22.13,21.89,19.37,18.21,19.12
"E01017007",19.61,22.13,21.89,19.37,18.21,19.12
"E01017008",19.61,22.13,21.89,19.37,18.21,19.12
"E01017009",19.61,22.13,21.89,19.37,18.21,19.12
"E01017010",19.61,22.13,21.89,19.37,18.21,19.12
"E01017011",19.61,22.13,21.89,19.37,18.21,19.12
"E01017012",19.61,22.13,21.89,19.37,18.21,19.12
"E01017013",19.83,22.05,21.87,20.52,19.11,19.33
"E01017014",19.83,22.05,21.87,20.52,19.11,19.33
"E01017015",19.83,22.05,21.87,20.52,19.11,19.33
"E01017016",19.83,22.05,21.87,20.52,19.11,19.33
"E01017017",19.83,22.05,21.87,20.52,19.11,19.33
"E01017018",19.83,22.05,21.87,20.52,19.11,19.33
"E01017019",19.83,22.05,21.87,20.52,19.11,19.33
"E01017020",19.83,22.05,21.87,20.52,19.11,19.33
"E01017021",19.83,22.05,21.87,20.52,19.11,19.33
"E01017022",19.83,22.05,21.87,20.52,19.11,19.33
"E01017023",19.83,22.05,21.87,20.52,19.11,19.33
"E01017024",19.83,22.05,21.87,20.52,19.11,19.33
"E01017025",19.83,22.05,21.87,20.52,19.11,19.33
"E01017026",19.83,22.05,21.87,20.52,19.11,19.33
"E01017027",19.83,22.05,21.87,20.52,19.11,19.33
"E01017028",19.83,22.05,21.87,20.52,19.11,19.33
"E01017029",19.83,22.05,21.87,20.52,19.11,19.33
"E01017030",19.83,22.05,21.87,20.52,19.11,19.33
"E01017031",19.83,22.05,21.87,20.52,19.11,19.33
"E01017032",19.83,22.05,21.87,20.52,19.11,19.33
"E01017034",19.83,22.05,21.87,20.52,19.11,19.33
"E01017035",19.83,22.05,21.87,20.52,19.11,19.33
"E01017036",19.83,22.05,21.87,20.52,19.11,19.33
"E01017037",19.83,22.05,21.87,20.52,19.11,19.33
"E01017038",19.83,22.05,21.87,20.52,19.11,19.33
"E01017039",19.83,22.05,21.87,20.52,19.11,19.33
"E01017040",19.83,22.05,21.87,20.52,19.11,19.33
"E01017041",19.83,22.05,21.87,20.52,19.11,19.33
"E01017042",19.83,22.05,21.87,20.52,19.11,19.33
"E01017043",19.83,22.05,21.87,20.52,19.11,19.33
"E01017044",19.83,22.05,21.87,20.52,19.11,19.33
"E01017045",19.83,22.05,21.87,20.52,19.11,19.33
"E01017046",19.83,22.05,21.87,20.52,19.11,19.33
"E01017047",19.83,22.05,21.87,20.52,19.11,19.33
"E01017048",19.83,22.05,21.87,20.52,19.11,19.33
"E01017049",19.83,22.05,21.87,20.52,19.11,19.33
"E01017050",19.83,22.05,21.87,20.52,19.11,19.33
"E01017051",19.83,22.05,21.87,20.52,19.11,19.33
"E01017052",19.83,22.05,21.87,20.52,19.11,19.33
"E01017053",19.83,22.05,21.87,20.52,19.11,19.33
"E01017054",19.83,22.05,21.87,20.52,19.11,19.33
"E01017055",19.83,22.05,21.87,20.52,19.11,19.33
"E01017056",19.83,22.05,21.87,20.52,19.11,19.33
"E01017057",19.83,22.05,21.87,20.52,19.11,19.33
"E01017058",19.83,22.05,21.87,20.52,19.11,19.33
"E01017059",19.83,22.05,21.87,20.52,19.11,19.33
"E01017060",19.83,22.05,21.87,20.52,19.11,19.33
"E01017061",19.83,22.05,21.87,20.52,19.11,19.33
"E01017062",19.83,22.05,21.87,20.52,19.11,19.33
"E01017063",19.83,22.05,21.87,20.52,19.11,19.33
"E01017064",19.83,22.05,21.87,20.52,19.11,19.33
"E01017066",19.83,22.05,21.87,20.52,19.11,19.33
"E01017067",19.83,22.05,21.87,20.52,19.11,19.33
"E01017068",19.83,22.05,21.87,20.52,19.11,19.33
"E01017069",19.83,22.05,21.87,20.52,19.11,19.33
"E01017070",19.83,22.05,21.87,20.52,19.11,19.33
"E01017071",19.83,22.05,21.87,20.52,19.11,19.33
"E01017072",19.83,22.05,21.87,20.52,19.11,19.33
"E01017073",19.83,22.05,21.87,20.52,19.11,19.33
"E01017074",19.83,22.05,21.87,20.52,19.11,19.33
"E01017075",19.83,22.05,21.87,20.52,19.11,19.33
"E01017076",19.83,22.05,21.87,20.52,19.11,19.33
"E01017077",19.83,22.05,21.87,20.52,19.11,19.33
"E01017078",19.83,22.05,21.87,20.52,19.11,19.33
"E01017079",19.83,22.05,21.87,20.52,19.11,19.33
"E01017080",19.83,22.05,21.87,20.52,19.11,19.33
"E01017081",19.83,22.05,21.87,20.52,19.11,19.33
"E01017082",19.83,22.05,21.87,20.52,19.11,19.33
"E01017083",19.83,22.05,21.87,20.52,19.11,19.33
"E01017084",19.83,22.05,21.87,20.52,19.11,19.33
"E01017085",19.83,22.05,21.87,20.52,19.11,19.33
"E01017086",19.83,22.05,21.87,20.52,19.11,19.33
"E01017087",19.83,22.05,21.87,20.52,19.11,19.33
"E01017088",19.83,22.05,21.87,20.52,19.11,19.33
"E01017089",19.83,22.05,21.87,20.52,19.11,19.33
"E01017090",19.83,22.05,21.87,20.52,19.11,19.33
"E01017091",19.83,22.05,21.87,20.52,19.11,19.33
"E01017092",19.83,22.05,21.87,20.52,19.11,19.33
"E01017093",19.83,22.05,21.87,20.52,19.11,19.33
"E01017094",19.83,22.05,21.87,20.52,19.11,19.33
"E01017095",19.83,22.05,21.87,20.52,19.11,19.33
"E01017096",19.83,22.05,21.87,20.52,19.11,19.33
"E01017097",19.83,22.05,21.87,20.52,19.11,19.33
"E01017098",19.83,22.05,21.87,20.52,19.11,19.33
"E01017099",19.83,22.05,21.87,20.52,19.11,19.33
"E01017100",19.83,22.05,21.87,20.52,19.11,19.33
"E01017101",19.83,22.05,21.87,20.52,19.11,19.33
"E01017102",19.83,22.05,21.87,20.52,19.11,19.33
"E01017103",19.83,22.05,21.87,20.52,19.11,19.33
"E01017104",19.83,22.05,21.87,20.52,19.11,19.33
"E01017105",19.83,22.05,21.87,20.52,19.11,19.33
"E01017106",19.83,22.05,21.87,20.52,19.11,19.33
"E01017107",19.83,22.05,21.87,20.52,19.11,19.33
"E01017108",19.83,22.05,21.87,20.52,19.11,19.33
"E01017109",19.83,22.05,21.87,20.52,19.11,19.33
"E01017110",19.83,22.05,21.87,20.52,19.11,19.33
"E01017111",19.83,22.05,21.87,20.52,19.11,19.33
"E01017112",19.83,22.05,21.87,20.52,19.11,19.33
"E01017113",19.83,22.05,21.87,20.52,19.11,19.33
"E01017114",19.83,22.05,21.87,20.52,19.11,19.33
"E01017115",19.83,22.05,21.87,20.52,19.11,19.33
"E01017116",19.83,22.05,21.87,20.52,19.11,19.33
"E01017117",19.83,22.05,21.87,20.52,19.11,19.33
"E01017118",19.83,22.05,21.87,20.52,19.11,19.33
"E01017119",19.83,22.05,21.87,20.52,19.11,19.33
"E01017120",19.83,22.05,21.87,20.52,19.11,19.33
"E01017121",19.83,22.05,21.87,20.52,19.11,19.33
"E01017122",19.83,22.05,21.87,20.52,19.11,19.33
"E01017123",19.83,22.05,21.87,20.52,19.11,19.33
"E01017124",19.83,22.05,21.87,20.52,19.11,19.33
"E01017125",19.83,22.05,21.87,20.52,19.11,19.33
"E01017126",19.83,22.05,21.87,20.52,19.11,19.33
"E01017127",19.83,22.05,21.87,20.52,19.11,19.33
"E01017128",19.83,22.05,21.87,20.52,19.11,19.33
"E01017129",19.83,22.05,21.87,20.52,19.11,19.33
"E01017130",19.83,22.05,21.87,20.52,19.11,19.33
"E01017131",19.83,22.05,21.87,20.52,19.11,19.33
"E01017132",19.83,22.05,21.87,20.52,19.11,19.33
"E01017133",19.83,22.05,21.87,20.52,19.11,19.33
"E01017135",19.83,22.05,21.87,20.52,19.11,19.33
"E01017136",21.42,25.01,23.32,20.71,19.1,19.56
"E01017137",21.42,25.01,23.32,20.71,19.1,19.56
"E01017138",21.42,25.01,23.32,20.71,19.1,19.56
"E01017139",20.62,23.51,22.59,20.61,19.1,19.44
"E01017140",21.42,25,23.32,20.71,19.1,19.56
"E01017142",19.83,22.05,21.87,20.52,19.11,19.33
"E01017144",20.15,22.65,22.16,20.56,19.11,19.37
"E01017145",20.48,23.26,22.46,20.6,19.1,19.42
"E01017146",21.41,24.99,23.32,20.71,19.1,19.55
"E01017147",21.42,25.01,23.32,20.71,19.1,19.56
"E01017148",21.23,24.65,23.15,20.69,19.1,19.53
"E01017149",19.83,22.05,21.87,20.52,19.11,19.33
"E01017150",21.42,25.01,23.32,20.71,19.1,19.56
"E01017151",21.42,25.01,23.32,20.71,19.1,19.56
"E01017152",21.42,25.01,23.32,20.71,19.1,19.56
"E01017153",20.02,22.4,22.04,20.54,19.11,19.36
"E01017154",19.83,22.05,21.87,20.52,19.11,19.33
"E01017155",19.83,22.05,21.87,20.52,19.11,19.33
"E01017156",19.83,22.05,21.87,20.52,19.11,19.33
"E01017157",20.15,22.64,22.16,20.56,19.11,19.37
"E01017158",21.24,24.67,23.16,20.69,19.1,19.53
"E01017159",19.83,22.05,21.87,20.52,19.11,19.33
"E01017160",20.09,22.54,22.1,20.55,19.11,19.37
"E01017162",19.83,22.05,21.87,20.52,19.11,19.33
"E01017163",19.83,22.05,21.87,20.52,19.11,19.33
"E01017164",19.83,22.05,21.87,20.52,19.11,19.33
"E01017165",19.83,22.05,21.87,20.52,19.11,19.33
"E01017166",19.83,22.05,21.87,20.52,19.11,19.33
"E01017167",19.83,22.05,21.87,20.52,19.11,19.33
"E01017168",19.83,22.05,21.87,20.52,19.11,19.33
"E01017169",19.83,22.05,21.87,20.52,19.11,19.33
"E01017170",19.83,22.05,21.87,20.52,19.11,19.33
"E01017171",19.83,22.05,21.87,20.52,19.11,19.33
"E01017172",19.83,22.05,21.87,20.52,19.11,19.33
"E01017173",19.83,22.05,21.87,20.52,19.11,19.33
"E01017174",19.83,22.05,21.87,20.52,19.11,19.33
"E01017175",19.83,22.05,21.87,20.52,19.11,19.33
"E01017176",19.83,22.05,21.87,20.52,19.11,19.33
"E01017177",19.83,22.05,21.87,20.52,19.11,19.33
"E01017178",19.83,22.05,21.87,20.52,19.11,19.33
"E01017179",19.83,22.05,21.87,20.52,19.11,19.33
"E01017180",21.42,25.01,23.32,20.71,19.1,19.56
"E01017181",21.42,25.01,23.32,20.71,19.1,19.56
"E01017182",21.42,25.01,23.32,20.71,19.1,19.56
"E01017183",21.42,25.01,23.32,20.71,19.1,19.56
"E01017184",21.42,25.01,23.32,20.71,19.1,19.56
"E01017185",21.42,25.01,23.32,20.71,19.1,19.56
"E01017186",21.42,25.01,23.32,20.71,19.1,19.56
"E01017187",21.42,25.01,23.32,20.71,19.1,19.56
"E01017188",21.42,25.01,23.32,20.71,19.1,19.56
"E01017189",21.42,25.01,23.32,20.71,19.1,19.56
"E01017190",21.42,25.01,23.32,20.71,19.1,19.56
"E01017191",21.42,25.01,23.32,20.71,19.1,19.56
"E01017192",21.42,25.01,23.32,20.71,19.1,19.56
"E01017193",21.42,25.01,23.32,20.71,19.1,19.56
"E01017194",21.42,25.01,23.32,20.71,19.1,19.56
"E01017195",21.42,25.01,23.32,20.71,19.1,19.56
"E01017196",21.42,25.01,23.32,20.71,19.1,19.56
"E01017197",21.42,25.01,23.32,20.71,19.1,19.56
"E01017198",19.83,22.05,21.87,20.52,19.11,19.33
"E01017199",19.83,22.05,21.87,20.52,19.11,19.33
"E01017200",19.83,22.05,21.87,20.52,19.11,19.33
"E01017201",19.83,22.05,21.87,20.52,19.11,19.33
"E01017202",19.83,22.05,21.87,20.52,19.11,19.33
"E01017203",19.83,22.05,21.87,20.52,19.11,19.33
"E01017204",19.83,22.05,21.87,20.52,19.11,19.33
"E01017205",19.83,22.05,21.87,20.52,19.11,19.33
"E01017206",19.83,22.05,21.87,20.52,19.11,19.33
"E01017207",21.42,25.01,23.32,20.71,19.1,19.56
"E01017208",21.42,25.01,23.32,20.71,19.1,19.56
"E01017209",21.42,25.01,23.32,20.71,19.1,19.56
"E01017210",21.42,25.01,23.32,20.71,19.1,19.56
"E01017211",21.42,25.01,23.32,20.71,19.1,19.56
"E01017212",21.42,25.01,23.32,20.71,19.1,19.56
"E01017213",21.42,25.01,23.32,20.71,19.1,19.56
"E01017214",21.42,25.01,23.32,20.71,19.1,19.56
"E01017215",21.42,25.01,23.32,20.71,19.1,19.56
"E01017216",21.42,25.01,23.32,20.71,19.1,19.56
"E01017217",19.83,22.05,21.87,20.52,19.11,19.33
"E01017218",19.83,22.05,21.87,20.52,19.11,19.33
"E01017219",19.83,22.05,21.87,20.52,19.11,19.33
"E01017220",19.83,22.05,21.87,20.52,19.11,19.33
"E01017221",19.83,22.05,21.87,20.52,19.11,19.33
"E01017222",19.83,22.05,21.87,20.52,19.11,19.33
"E01017223",19.83,22.05,21.87,20.52,19.11,19.33
"E01017224",19.83,22.05,21.87,20.52,19.11,19.33
"E01017225",19.83,22.05,21.87,20.52,19.11,19.33
"E01017226",21.02,24.27,22.96,20.66,19.1,19.5
"E01017227",19.83,22.05,21.87,20.52,19.11,19.33
"E01017228",19.83,22.05,21.87,20.52,19.11,19.33
"E01017231",19.83,22.05,21.87,20.52,19.11,19.33
"E01017232",20.16,22.67,22.17,20.56,19.11,19.38
"E01017233",19.83,22.05,21.87,20.52,19.11,19.33
"E01017234",19.83,22.05,21.87,20.52,19.11,19.33
"E01017235",19.83,22.05,21.87,20.52,19.11,19.33
"E01017236",21.42,25.01,23.32,20.71,19.1,19.56
"E01017237",21.42,25.01,23.32,20.71,19.1,19.56
"E01017238",21.42,25.01,23.32,20.71,19.1,19.56
"E01017239",21.42,25.01,23.32,20.71,19.1,19.56
"E01017240",21.42,25.01,23.32,20.71,19.1,19.56
"E01017241",21.42,25.01,23.32,20.71,19.1,19.56
"E01017242",21.42,25.01,23.32,20.71,19.1,19.56
"E01017243",21.42,25.01,23.32,20.71,19.1,19.56
"E01017244",21.42,25.01,23.32,20.71,19.1,19.56
"E01017245",21.42,25.01,23.32,20.71,19.1,19.56
"E01017246",21.42,25.01,23.32,20.71,19.1,19.56
"E01017247",21.42,25.01,23.32,20.71,19.1,19.56
"E01017248",21.42,25.01,23.32,20.71,19.1,19.56
"E01017249",21.42,25.01,23.32,20.71,19.1,19.56
"E01017250",21.42,25.01,23.32,20.71,19.1,19.56
"E01017251",21.42,25.01,23.32,20.71,19.1,19.56
"E01017252",21.42,25.01,23.32,20.71,19.1,19.56
"E01017253",21.42,25.01,23.32,20.71,19.1,19.56
"E01017254",21.42,25.01,23.32,20.71,19.1,19.56
"E01017255",19.83,22.05,21.87,20.52,19.11,19.33
"E01017256",19.83,22.05,21.87,20.52,19.11,19.33
"E01017257",19.83,22.05,21.87,20.52,19.11,19.33
"E01017258",19.83,22.05,21.87,20.52,19.11,19.33
"E01017259",19.83,22.05,21.87,20.52,19.11,19.33
"E01017260",19.83,22.05,21.87,20.52,19.11,19.33
"E01017261",19.83,22.05,21.87,20.52,19.11,19.33
"E01017262",19.83,22.05,21.87,20.52,19.11,19.33
"E01017263",19.83,22.05,21.87,20.52,19.11,19.33
"E01017264",19.83,22.05,21.87,20.52,19.11,19.33
"E01017265",19.83,22.05,21.87,20.52,19.11,19.33
"E01017266",19.83,22.05,21.87,20.52,19.11,19.33
"E01017267",19.83,22.05,21.87,20.52,19.11,19.33
"E01017270",19.83,22.05,21.87,20.52,19.11,19.33
"E01017271",19.83,22.05,21.87,20.52,19.11,19.33
"E01017272",19.83,22.05,21.87,20.52,19.11,19.33
"E01017273",19.83,22.05,21.87,20.52,19.11,19.33
"E01017274",19.83,22.05,21.87,20.52,19.11,19.33
"E01017275",19.83,22.05,21.87,20.52,19.11,19.33
"E01017276",19.83,22.05,21.87,20.52,19.11,19.33
"E01017277",19.83,22.05,21.87,20.52,19.11,19.33
"E01017278",19.83,22.05,21.87,20.52,19.11,19.33
"E01017279",19.83,22.05,21.87,20.52,19.11,19.33
"E01017280",19.83,22.05,21.87,20.52,19.11,19.33
"E01017281",19.83,22.05,21.87,20.52,19.11,19.33
"E01017282",19.83,22.05,21.87,20.52,19.11,19.33
"E01017283",19.83,22.05,21.87,20.52,19.11,19.33
"E01017284",19.83,22.05,21.87,20.52,19.11,19.33
"E01017285",19.83,22.05,21.87,20.52,19.11,19.33
"E01017286",19.83,22.05,21.87,20.52,19.11,19.33
"E01017287",19.83,22.05,21.87,20.52,19.11,19.33
"E01017288",19.83,22.05,21.87,20.52,19.11,19.33
"E01017289",19.83,22.05,21.87,20.52,19.11,19.33
"E01017290",20.45,23.2,22.43,20.59,19.1,19.42
"E01017291",20.77,23.79,22.72,20.63,19.1,19.46
"E01017292",19.83,22.05,21.87,20.52,19.11,19.33
"E01017293",19.83,22.05,21.87,20.52,19.11,19.33
"E01017294",19.83,22.05,21.87,20.52,19.11,19.33
"E01017295",19.83,22.05,21.87,20.52,19.11,19.33
"E01017296",19.83,22.05,21.87,20.52,19.11,19.33
"E01017297",19.83,22.05,21.87,20.52,19.11,19.33
"E01017298",18.96,20.94,20.54,19.12,18.35,18.69
"E01017299",19.24,21.3,20.96,19.57,18.59,18.9
"E01017300",19.83,22.05,21.87,20.52,19.11,19.33
"E01017301",19.83,22.05,21.87,20.52,19.11,19.33
"E01017302",19.83,22.05,21.87,20.52,19.11,19.33
"E01017303",19.83,22.05,21.87,20.52,19.11,19.33
"E01017304",19.83,22.05,21.87,20.52,19.11,19.33
"E01017305",19.83,22.05,21.87,20.52,19.11,19.33
"E01017306",19.83,22.05,21.87,20.52,19.11,19.33
"E01017307",19.83,22.05,21.87,20.52,19.11,19.33
"E01017308",19.83,22.05,21.87,20.52,19.11,19.33
"E01017309",19.83,22.05,21.87,20.52,19.11,19.33
"E01017310",19.83,22.05,21.87,20.52,19.11,19.33
"E01017311",19.83,22.05,21.87,20.52,19.11,19.33
"E01017312",21.42,25.01,23.32,20.71,19.1,19.56
"E01017315",21.42,25.01,23.32,20.71,19.1,19.56
"E01017316",19.83,22.05,21.87,20.52,19.11,19.33
"E01017317",19.83,22.05,21.87,20.52,19.11,19.33
"E01017318",19.83,22.05,21.87,20.52,19.11,19.33
"E01017319",19.83,22.05,21.87,20.52,19.11,19.33
"E01017320",19.83,22.05,21.87,20.52,19.11,19.33
"E01017321",19.83,22.05,21.87,20.52,19.11,19.33
"E01017322",19.83,22.05,21.87,20.52,19.11,19.33
"E01017323",19.83,22.05,21.87,20.52,19.11,19.33
"E01017324",19.83,22.05,21.87,20.52,19.11,19.33
"E01017325",19.83,22.05,21.87,20.52,19.11,19.33
"E01017326",19.83,22.05,21.87,20.52,19.11,19.33
"E01017327",19.83,22.05,21.87,20.52,19.11,19.33
"E01017328",19.83,22.05,21.87,20.52,19.11,19.33
"E01017329",19.83,22.05,21.87,20.52,19.11,19.33
"E01017331",19.83,22.05,21.87,20.52,19.11,19.33
"E01017332",19.83,22.05,21.87,20.52,19.11,19.33
"E01017333",19.83,22.05,21.87,20.52,19.11,19.33
"E01017334",19.83,22.05,21.87,20.52,19.11,19.33
"E01017335",19.83,22.05,21.87,20.52,19.11,19.33
"E01017336",19.83,22.05,21.87,20.52,19.11,19.33
"E01017337",19.83,22.05,21.87,20.52,19.11,19.33
"E01017338",19.83,22.05,21.87,20.52,19.11,19.33
"E01017339",19.83,22.05,21.87,20.52,19.11,19.33
"E01017340",19.83,22.05,21.87,20.52,19.11,19.33
"E01017341",19.83,22.05,21.87,20.52,19.11,19.33
"E01017342",19.83,22.05,21.87,20.52,19.11,19.33
"E01017343",19.83,22.05,21.87,20.52,19.11,19.33
"E01017344",19.83,22.05,21.87,20.52,19.11,19.33
"E01017345",19.83,22.05,21.87,20.52,19.11,19.33
"E01017346",19.83,22.05,21.87,20.52,19.11,19.33
"E01017347",19.83,22.05,21.87,20.52,19.11,19.33
"E01017348",19.83,22.05,21.87,20.52,19.11,19.33
"E01017349",19.83,22.05,21.87,20.52,19.11,19.33
"E01017350",19.83,22.05,21.87,20.52,19.11,19.33
"E01017351",19.83,22.05,21.87,20.52,19.11,19.33
"E01017352",19.83,22.05,21.87,20.52,19.11,19.33
"E01017353",21.42,25.01,23.32,20.71,19.1,19.56
"E01017354",21.42,25.01,23.32,20.71,19.1,19.56
"E01017355",19.83,22.05,21.87,20.52,19.11,19.33
"E01017356",19.83,22.05,21.87,20.52,19.11,19.33
"E01017357",19.83,22.05,21.87,20.52,19.11,19.33
"E01017358",19.83,22.05,21.87,20.52,19.11,19.33
"E01017359",19.83,22.05,21.87,20.52,19.11,19.33
"E01017360",19.83,22.05,21.87,20.52,19.11,19.33
"E01017361",21.42,25.01,23.32,20.71,19.1,19.56
"E01017362",21.42,25.01,23.32,20.71,19.1,19.56
"E01017363",18.79,20.73,20.29,18.86,18.21,18.57
"E01017364",19.37,21.46,21.16,19.78,18.71,18.99
